id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response,dataset_type
210750,Female,28,1,35.0,1,< 1 Year,No,37112.0,26.0,214,0.0,train
74278,Male,23,1,18.0,1,1-2 Year,Yes,2630.0,124.0,217,0.0,train
86789,Female,41,1,30.0,1,1-2 Year,No,38336.0,152.0,260,0.0,train
219604,Male,22,1,36.0,1,< 1 Year,No,38061.0,152.0,251,0.0,train
166235,Female,39,1,28.0,0,1-2 Year,Yes,42497.0,26.0,298,1.0,train
292020,Female,40,1,8.0,0,1-2 Year,Yes,35833.0,124.0,171,0.0,train
259036,Male,31,1,41.0,1,< 1 Year,No,26839.0,152.0,60,0.0,train
80400,Male,24,1,47.0,0,< 1 Year,No,31577.0,152.0,140,0.0,train
103826,Male,23,1,8.0,1,< 1 Year,Yes,28955.0,152.0,283,0.0,train
92606,Male,45,1,50.0,0,1-2 Year,Yes,35069.0,154.0,63,1.0,train
62739,Male,69,1,28.0,0,1-2 Year,Yes,50404.0,25.0,57,1.0,train
76963,Male,65,1,28.0,0,> 2 Years,Yes,42648.0,13.0,77,1.0,train
264834,Female,22,1,29.0,1,< 1 Year,No,39712.0,152.0,213,0.0,train
39912,Male,55,1,28.0,0,> 2 Years,Yes,61357.0,26.0,270,0.0,train
13722,Male,42,1,28.0,1,1-2 Year,No,55088.0,124.0,240,0.0,train
304640,Male,43,1,41.0,0,1-2 Year,Yes,26334.0,124.0,293,0.0,train
207841,Female,38,1,8.0,1,1-2 Year,No,38309.0,7.0,132,0.0,train
312879,Male,40,1,15.0,0,1-2 Year,Yes,2630.0,157.0,119,0.0,train
259045,Female,41,1,28.0,0,1-2 Year,Yes,41557.0,26.0,280,1.0,train
202035,Male,44,1,32.0,1,1-2 Year,No,23020.0,124.0,158,0.0,train
320085,Male,41,1,15.0,0,1-2 Year,Yes,2630.0,124.0,134,0.0,train
212644,Male,30,1,28.0,1,< 1 Year,No,41913.0,152.0,263,0.0,train
39391,Male,31,1,30.0,1,< 1 Year,No,26079.0,152.0,203,0.0,train
112149,Female,62,1,11.0,0,1-2 Year,Yes,30636.0,26.0,245,0.0,train
225638,Male,27,1,33.0,1,< 1 Year,No,35393.0,152.0,40,0.0,train
233245,Male,25,1,11.0,1,< 1 Year,No,32615.0,152.0,42,0.0,train
58225,Male,62,1,28.0,1,1-2 Year,No,42436.0,11.0,237,0.0,train
335710,Female,30,1,36.0,1,< 1 Year,No,38679.0,151.0,168,0.0,train
309619,Male,21,1,39.0,1,< 1 Year,No,43900.0,160.0,111,0.0,train
246317,Female,38,1,30.0,1,1-2 Year,No,27647.0,152.0,118,0.0,train
347943,Female,23,1,21.0,0,< 1 Year,Yes,2630.0,152.0,158,1.0,train
25949,Female,42,1,41.0,0,1-2 Year,Yes,39519.0,124.0,142,0.0,train
85160,Female,20,1,8.0,0,< 1 Year,No,62632.0,160.0,91,0.0,train
238732,Female,41,1,28.0,1,1-2 Year,No,49275.0,147.0,98,0.0,train
318738,Male,70,1,46.0,1,1-2 Year,No,27899.0,26.0,237,0.0,train
47794,Female,31,1,21.0,1,< 1 Year,No,33267.0,152.0,85,0.0,train
233932,Male,24,1,28.0,1,< 1 Year,Yes,2630.0,160.0,295,0.0,train
222195,Female,49,1,48.0,0,1-2 Year,No,2630.0,157.0,207,0.0,train
111841,Female,45,1,8.0,1,1-2 Year,No,2630.0,124.0,14,0.0,train
128897,Female,43,1,27.0,0,1-2 Year,Yes,2630.0,26.0,25,0.0,train
83348,Female,46,1,41.0,0,1-2 Year,No,22485.0,124.0,202,0.0,train
311730,Male,38,1,46.0,1,1-2 Year,Yes,2630.0,156.0,264,0.0,train
167537,Male,42,1,28.0,1,1-2 Year,No,26196.0,124.0,58,0.0,train
1032,Male,38,1,28.0,0,> 2 Years,Yes,43607.0,124.0,62,0.0,train
190859,Female,24,1,29.0,1,< 1 Year,No,38654.0,152.0,21,0.0,train
150573,Female,45,1,46.0,1,1-2 Year,Yes,2630.0,163.0,183,0.0,train
212760,Female,27,1,8.0,0,1-2 Year,Yes,2630.0,156.0,139,1.0,train
310548,Male,47,1,28.0,1,1-2 Year,No,2630.0,26.0,194,0.0,train
325326,Female,70,1,8.0,0,1-2 Year,Yes,38171.0,124.0,67,0.0,train
223889,Male,54,1,28.0,0,1-2 Year,Yes,64921.0,26.0,249,1.0,train
242785,Female,29,1,8.0,0,< 1 Year,Yes,36913.0,152.0,58,0.0,train
1072,Female,22,1,8.0,0,< 1 Year,No,44879.0,160.0,247,0.0,train
207886,Male,24,1,24.0,0,< 1 Year,Yes,38352.0,26.0,117,0.0,train
113970,Male,43,1,50.0,1,1-2 Year,No,32599.0,26.0,200,0.0,train
314049,Female,42,1,28.0,0,> 2 Years,Yes,68306.0,26.0,290,1.0,train
241872,Male,38,1,14.0,1,1-2 Year,No,39400.0,26.0,287,0.0,train
54934,Male,25,1,43.0,1,< 1 Year,No,2630.0,152.0,225,0.0,train
16918,Male,75,1,28.0,0,> 2 Years,Yes,31539.0,13.0,17,0.0,train
341839,Female,30,1,41.0,1,< 1 Year,No,26923.0,152.0,14,0.0,train
16073,Female,41,1,28.0,0,1-2 Year,Yes,37125.0,124.0,23,0.0,train
224271,Female,24,1,36.0,0,< 1 Year,Yes,34172.0,152.0,141,0.0,train
54241,Female,23,1,36.0,0,< 1 Year,Yes,39134.0,152.0,235,0.0,train
337968,Male,27,1,30.0,1,< 1 Year,Yes,18855.0,163.0,187,0.0,train
306392,Male,35,1,8.0,0,1-2 Year,No,32505.0,152.0,78,0.0,train
108823,Female,23,1,28.0,1,< 1 Year,No,26003.0,152.0,228,0.0,train
46080,Male,26,1,28.0,1,< 1 Year,No,61640.0,152.0,89,0.0,train
161014,Male,22,1,27.0,0,< 1 Year,No,26247.0,152.0,26,0.0,train
270352,Female,43,1,41.0,0,> 2 Years,Yes,35591.0,12.0,125,0.0,train
260826,Male,37,1,28.0,0,1-2 Year,No,34844.0,24.0,188,0.0,train
67954,Female,22,1,41.0,0,< 1 Year,Yes,18571.0,160.0,237,0.0,train
162437,Female,21,1,6.0,0,< 1 Year,Yes,25720.0,152.0,142,0.0,train
26214,Male,27,1,8.0,0,< 1 Year,No,42080.0,152.0,14,0.0,train
349859,Female,32,1,14.0,1,< 1 Year,No,33988.0,152.0,49,0.0,train
227294,Female,34,1,28.0,0,1-2 Year,Yes,33255.0,124.0,97,0.0,train
298798,Female,20,1,2.0,0,< 1 Year,Yes,31401.0,160.0,235,0.0,train
247402,Male,72,1,8.0,1,1-2 Year,No,34889.0,26.0,138,0.0,train
33580,Female,30,1,30.0,1,< 1 Year,No,2630.0,152.0,250,0.0,train
102258,Male,42,1,28.0,0,1-2 Year,No,36151.0,156.0,121,0.0,train
194988,Male,21,1,25.0,1,< 1 Year,No,17590.0,152.0,31,0.0,train
192758,Male,63,1,28.0,1,1-2 Year,No,2630.0,29.0,266,0.0,train
66922,Male,45,1,37.0,0,1-2 Year,No,2630.0,160.0,171,0.0,train
304077,Male,24,1,30.0,1,< 1 Year,No,32304.0,152.0,253,0.0,train
76369,Female,27,1,29.0,1,< 1 Year,No,28507.0,152.0,78,0.0,train
177172,Female,66,1,12.0,1,1-2 Year,No,2630.0,124.0,34,0.0,train
244533,Male,52,1,0.0,0,> 2 Years,Yes,36534.0,124.0,64,0.0,train
853,Female,44,1,41.0,0,1-2 Year,Yes,31059.0,26.0,263,1.0,train
340473,Female,73,1,29.0,0,1-2 Year,Yes,55991.0,26.0,77,0.0,train
337817,Female,26,1,33.0,1,< 1 Year,No,31987.0,152.0,134,0.0,train
272982,Male,28,1,38.0,0,< 1 Year,Yes,26431.0,152.0,277,0.0,train
15127,Male,50,1,29.0,1,1-2 Year,No,28563.0,124.0,263,0.0,train
154455,Male,61,1,28.0,1,1-2 Year,No,37739.0,124.0,210,0.0,train
270060,Female,42,1,0.0,0,1-2 Year,Yes,2630.0,124.0,260,0.0,train
28473,Female,26,1,47.0,1,< 1 Year,No,38742.0,152.0,222,0.0,train
49622,Female,22,1,50.0,0,< 1 Year,Yes,30246.0,152.0,247,0.0,train
263333,Female,63,1,1.0,0,1-2 Year,Yes,2630.0,124.0,198,1.0,train
279389,Female,70,1,46.0,0,1-2 Year,Yes,41173.0,26.0,254,0.0,train
114448,Male,46,1,28.0,1,1-2 Year,No,61375.0,124.0,124,0.0,train
41253,Female,20,1,45.0,1,< 1 Year,No,2630.0,160.0,193,0.0,train
540,Male,45,1,28.0,0,1-2 Year,Yes,2630.0,26.0,204,1.0,train
319707,Female,33,1,28.0,0,< 1 Year,Yes,40117.0,122.0,137,0.0,train
157332,Male,24,1,2.0,0,< 1 Year,Yes,26786.0,152.0,154,0.0,train
192922,Female,53,1,48.0,0,> 2 Years,Yes,2630.0,26.0,125,0.0,train
131880,Female,34,1,3.0,0,1-2 Year,Yes,2630.0,156.0,108,0.0,train
115652,Male,21,1,8.0,0,< 1 Year,Yes,43640.0,160.0,256,0.0,train
334966,Male,20,1,16.0,1,< 1 Year,No,2630.0,160.0,13,0.0,train
72491,Female,25,1,11.0,1,< 1 Year,Yes,2630.0,160.0,244,0.0,train
180328,Male,32,1,21.0,1,< 1 Year,No,18670.0,152.0,158,0.0,train
146321,Female,73,1,36.0,0,1-2 Year,Yes,34706.0,124.0,153,1.0,train
291746,Female,23,1,10.0,1,< 1 Year,No,34517.0,152.0,225,0.0,train
163909,Male,49,1,28.0,0,1-2 Year,Yes,2630.0,26.0,96,1.0,train
319801,Female,21,1,3.0,0,< 1 Year,No,30119.0,160.0,172,0.0,train
123670,Male,48,1,0.0,0,1-2 Year,Yes,2630.0,131.0,13,0.0,train
101967,Male,58,1,50.0,0,1-2 Year,Yes,91094.0,124.0,235,0.0,train
166955,Female,29,1,29.0,0,1-2 Year,Yes,40626.0,154.0,93,0.0,train
39182,Male,64,1,50.0,1,1-2 Year,Yes,24284.0,26.0,97,0.0,train
295985,Female,41,1,46.0,0,1-2 Year,Yes,30665.0,124.0,233,1.0,train
222597,Male,58,1,28.0,0,1-2 Year,Yes,36705.0,26.0,294,0.0,train
246892,Male,42,1,8.0,0,1-2 Year,Yes,54738.0,80.0,207,1.0,train
138662,Female,37,1,28.0,0,1-2 Year,No,25692.0,26.0,298,0.0,train
286229,Female,24,1,25.0,1,< 1 Year,No,43506.0,152.0,92,0.0,train
232631,Female,53,1,28.0,0,1-2 Year,No,43800.0,26.0,232,0.0,train
259787,Female,45,1,28.0,0,1-2 Year,Yes,51778.0,124.0,231,1.0,train
269773,Female,41,1,28.0,0,1-2 Year,Yes,40989.0,124.0,288,1.0,train
324398,Male,66,1,8.0,1,1-2 Year,No,43024.0,81.0,115,0.0,train
148447,Female,23,1,14.0,1,< 1 Year,No,31620.0,152.0,136,0.0,train
32760,Male,46,1,46.0,0,1-2 Year,Yes,38398.0,26.0,204,1.0,train
95680,Female,35,1,29.0,0,1-2 Year,Yes,2630.0,160.0,160,0.0,train
164520,Female,21,1,8.0,1,< 1 Year,Yes,48236.0,160.0,247,0.0,train
351352,Male,42,1,40.0,0,1-2 Year,No,30035.0,122.0,59,0.0,train
282535,Male,27,1,37.0,1,< 1 Year,No,38936.0,152.0,179,0.0,train
221588,Male,50,1,19.0,1,1-2 Year,No,27659.0,61.0,25,0.0,train
337649,Male,30,1,39.0,0,1-2 Year,Yes,2630.0,124.0,147,1.0,train
294029,Male,42,1,30.0,0,1-2 Year,Yes,32988.0,26.0,23,1.0,train
7034,Male,42,1,36.0,1,1-2 Year,No,31358.0,152.0,298,0.0,train
12367,Female,21,1,41.0,0,< 1 Year,Yes,31047.0,163.0,24,0.0,train
87358,Male,67,1,28.0,0,> 2 Years,Yes,44636.0,25.0,250,0.0,train
38280,Male,58,1,30.0,1,1-2 Year,No,30123.0,140.0,147,0.0,train
128730,Female,57,1,28.0,1,1-2 Year,No,38824.0,124.0,21,0.0,train
49115,Male,77,1,46.0,0,1-2 Year,Yes,52723.0,11.0,260,0.0,train
194305,Female,47,1,28.0,0,> 2 Years,Yes,33313.0,26.0,230,0.0,train
324806,Female,43,1,28.0,1,1-2 Year,No,49934.0,124.0,160,0.0,train
261721,Female,41,1,1.0,0,1-2 Year,Yes,2630.0,124.0,42,1.0,train
164238,Female,42,1,41.0,0,> 2 Years,Yes,31579.0,26.0,83,1.0,train
61329,Female,77,1,28.0,1,1-2 Year,No,70744.0,124.0,102,0.0,train
158166,Female,22,1,29.0,1,< 1 Year,No,23274.0,152.0,51,0.0,train
270617,Male,46,1,28.0,0,1-2 Year,Yes,28839.0,124.0,24,0.0,train
320533,Female,38,1,11.0,0,1-2 Year,Yes,28257.0,154.0,225,0.0,train
276598,Male,44,1,28.0,1,1-2 Year,Yes,2630.0,26.0,292,0.0,train
221378,Female,45,1,28.0,0,1-2 Year,Yes,53025.0,26.0,110,0.0,train
323887,Male,22,1,29.0,1,< 1 Year,No,33792.0,152.0,217,0.0,train
171648,Female,25,1,28.0,0,< 1 Year,No,39936.0,152.0,105,0.0,train
164508,Female,25,1,28.0,1,< 1 Year,No,30897.0,152.0,167,0.0,train
248814,Male,44,1,8.0,1,1-2 Year,No,31714.0,122.0,266,0.0,train
331028,Male,60,1,28.0,1,1-2 Year,No,36968.0,60.0,43,0.0,train
242147,Male,36,1,36.0,0,1-2 Year,Yes,40515.0,124.0,250,0.0,train
338202,Male,22,1,28.0,1,< 1 Year,No,47141.0,152.0,191,0.0,train
307513,Female,23,1,28.0,0,< 1 Year,Yes,43582.0,152.0,213,0.0,train
325726,Male,43,1,43.0,1,1-2 Year,No,23485.0,124.0,280,0.0,train
196722,Female,27,1,30.0,1,< 1 Year,No,30796.0,152.0,127,0.0,train
269424,Female,57,1,8.0,1,1-2 Year,No,30559.0,152.0,79,0.0,train
270385,Male,61,1,28.0,0,1-2 Year,Yes,66302.0,26.0,298,1.0,train
315048,Female,36,1,26.0,0,1-2 Year,Yes,35977.0,22.0,132,0.0,train
184734,Female,34,1,26.0,1,1-2 Year,No,32406.0,160.0,256,0.0,train
254829,Male,59,0,28.0,0,1-2 Year,Yes,53518.0,124.0,214,0.0,train
309448,Female,24,1,46.0,0,< 1 Year,No,44109.0,152.0,22,0.0,train
173002,Male,61,1,15.0,0,1-2 Year,No,2630.0,122.0,221,0.0,train
289520,Male,39,1,28.0,0,1-2 Year,Yes,47720.0,124.0,146,0.0,train
330043,Female,23,1,11.0,1,< 1 Year,No,31222.0,152.0,285,0.0,train
181590,Male,40,1,30.0,1,1-2 Year,No,37834.0,152.0,24,0.0,train
228976,Female,33,1,46.0,1,< 1 Year,No,26099.0,26.0,243,0.0,train
50277,Female,24,1,6.0,1,< 1 Year,No,24860.0,152.0,103,0.0,train
351549,Male,61,1,50.0,0,1-2 Year,Yes,25443.0,18.0,122,0.0,train
301340,Male,49,1,28.0,1,1-2 Year,No,39707.0,124.0,103,0.0,train
243828,Male,46,1,8.0,0,1-2 Year,Yes,2630.0,124.0,174,0.0,train
99690,Female,25,1,41.0,1,< 1 Year,No,25630.0,152.0,31,0.0,train
125209,Female,24,1,8.0,1,< 1 Year,No,39520.0,152.0,269,0.0,train
62555,Male,29,1,50.0,1,< 1 Year,No,2630.0,152.0,188,0.0,train
132157,Male,79,1,18.0,0,1-2 Year,Yes,47341.0,124.0,85,0.0,train
128472,Male,42,1,28.0,0,1-2 Year,Yes,19613.0,124.0,288,0.0,train
150079,Male,36,1,46.0,1,1-2 Year,No,2630.0,152.0,215,0.0,train
330984,Male,22,1,6.0,0,< 1 Year,Yes,26521.0,152.0,38,0.0,train
165367,Male,45,1,30.0,0,1-2 Year,Yes,2630.0,163.0,272,1.0,train
165774,Female,43,1,28.0,0,1-2 Year,Yes,44999.0,124.0,150,0.0,train
135813,Female,21,1,30.0,1,< 1 Year,No,29749.0,152.0,50,0.0,train
268643,Female,72,1,28.0,0,1-2 Year,Yes,40786.0,124.0,268,0.0,train
211064,Female,38,1,33.0,0,1-2 Year,Yes,31934.0,26.0,84,0.0,train
339905,Male,50,1,28.0,0,1-2 Year,Yes,43173.0,26.0,86,0.0,train
285166,Male,25,1,47.0,1,< 1 Year,No,2630.0,153.0,13,0.0,train
356058,Female,72,1,28.0,1,1-2 Year,Yes,31106.0,122.0,185,0.0,train
148117,Male,22,1,45.0,0,< 1 Year,Yes,35340.0,152.0,100,0.0,train
306852,Male,33,1,48.0,0,1-2 Year,Yes,2630.0,156.0,203,0.0,train
290193,Male,40,1,41.0,0,1-2 Year,Yes,2630.0,26.0,267,0.0,train
185883,Female,26,1,17.0,0,< 1 Year,Yes,25040.0,152.0,141,0.0,train
94428,Female,27,1,41.0,1,< 1 Year,No,2630.0,152.0,210,0.0,train
232939,Female,24,1,2.0,0,< 1 Year,Yes,31294.0,152.0,21,0.0,train
313275,Female,34,1,28.0,0,1-2 Year,Yes,38368.0,152.0,281,0.0,train
313283,Male,24,1,36.0,1,< 1 Year,Yes,2630.0,152.0,293,0.0,train
315174,Male,58,1,50.0,0,> 2 Years,Yes,36915.0,22.0,140,0.0,train
232378,Male,27,1,41.0,1,< 1 Year,No,29582.0,152.0,144,0.0,train
211629,Female,24,1,15.0,0,< 1 Year,Yes,21102.0,152.0,153,0.0,train
63835,Male,27,1,4.0,1,1-2 Year,No,33392.0,124.0,113,0.0,train
133330,Male,67,1,18.0,0,1-2 Year,Yes,30526.0,131.0,258,0.0,train
313651,Male,71,1,28.0,0,1-2 Year,Yes,42542.0,26.0,64,1.0,train
198542,Male,28,1,28.0,1,< 1 Year,No,37850.0,152.0,285,0.0,train
72282,Female,78,1,8.0,1,1-2 Year,No,58452.0,7.0,132,0.0,train
214526,Female,59,1,28.0,1,1-2 Year,No,66003.0,26.0,163,0.0,train
243740,Female,27,1,29.0,1,< 1 Year,No,31161.0,152.0,201,0.0,train
330518,Male,41,1,1.0,0,1-2 Year,Yes,2630.0,124.0,72,0.0,train
238675,Female,28,1,17.0,0,1-2 Year,Yes,2630.0,157.0,63,1.0,train
261312,Female,34,1,36.0,0,1-2 Year,Yes,2630.0,124.0,65,0.0,train
222314,Female,27,1,46.0,1,< 1 Year,No,17478.0,152.0,19,0.0,train
19403,Male,64,1,28.0,0,1-2 Year,Yes,39469.0,124.0,227,0.0,train
193524,Male,47,1,41.0,0,1-2 Year,Yes,28561.0,124.0,184,1.0,train
333678,Female,24,1,13.0,1,< 1 Year,No,20973.0,152.0,127,0.0,train
122295,Male,45,1,29.0,0,1-2 Year,Yes,30215.0,26.0,63,0.0,train
241860,Female,36,1,46.0,0,1-2 Year,Yes,29002.0,124.0,271,0.0,train
101352,Male,50,1,30.0,0,1-2 Year,Yes,24920.0,124.0,224,0.0,train
94558,Male,21,1,2.0,0,< 1 Year,Yes,30953.0,152.0,173,0.0,train
134407,Male,45,1,28.0,0,1-2 Year,Yes,33547.0,26.0,165,0.0,train
106309,Female,41,1,8.0,0,1-2 Year,Yes,2630.0,124.0,238,0.0,train
17639,Male,25,1,35.0,1,< 1 Year,No,2630.0,152.0,178,0.0,train
279252,Female,73,1,30.0,0,1-2 Year,Yes,40947.0,26.0,214,0.0,train
65928,Male,22,1,13.0,0,< 1 Year,Yes,33407.0,152.0,165,0.0,train
179063,Male,66,1,28.0,1,1-2 Year,No,32030.0,26.0,251,0.0,train
193205,Female,57,1,28.0,0,1-2 Year,Yes,36020.0,26.0,46,0.0,train
108569,Male,25,1,3.0,1,< 1 Year,No,26443.0,152.0,36,0.0,train
341028,Male,62,1,11.0,1,1-2 Year,No,27926.0,26.0,54,0.0,train
108301,Male,65,1,28.0,0,> 2 Years,Yes,2630.0,26.0,186,0.0,train
225930,Female,21,1,46.0,1,< 1 Year,No,39039.0,160.0,152,0.0,train
59587,Male,22,1,4.0,0,< 1 Year,Yes,29007.0,124.0,129,1.0,train
227095,Male,40,1,8.0,0,1-2 Year,Yes,77216.0,156.0,289,0.0,train
346022,Female,54,1,46.0,0,1-2 Year,Yes,2630.0,157.0,226,1.0,train
345037,Male,65,1,8.0,1,1-2 Year,No,2630.0,26.0,278,0.0,train
341492,Male,53,1,28.0,0,> 2 Years,Yes,44339.0,13.0,119,0.0,train
305343,Male,23,1,41.0,1,< 1 Year,No,23646.0,152.0,24,0.0,train
334306,Male,70,1,46.0,1,1-2 Year,No,32506.0,122.0,13,0.0,train
142309,Male,25,1,30.0,1,< 1 Year,No,34707.0,152.0,29,0.0,train
349786,Male,65,1,24.0,1,1-2 Year,No,2630.0,124.0,233,0.0,train
173317,Female,31,1,50.0,1,< 1 Year,No,2630.0,152.0,299,0.0,train
90741,Male,70,1,28.0,0,1-2 Year,Yes,42425.0,55.0,289,0.0,train
65086,Male,45,1,18.0,0,1-2 Year,Yes,33915.0,26.0,59,1.0,train
207879,Female,50,1,46.0,1,1-2 Year,No,2630.0,124.0,279,0.0,train
123905,Male,24,1,47.0,1,< 1 Year,No,2630.0,151.0,267,0.0,train
350750,Female,22,1,30.0,1,< 1 Year,No,36005.0,152.0,80,0.0,train
17437,Male,25,1,15.0,0,< 1 Year,Yes,31019.0,152.0,117,0.0,train
28290,Female,33,1,37.0,1,< 1 Year,No,38044.0,152.0,280,0.0,train
235748,Female,21,1,35.0,0,< 1 Year,No,36192.0,160.0,151,0.0,train
265532,Male,24,1,30.0,1,< 1 Year,No,27343.0,152.0,63,0.0,train
275747,Male,33,1,23.0,1,1-2 Year,No,48710.0,31.0,147,0.0,train
36935,Male,25,1,24.0,1,1-2 Year,No,32269.0,124.0,150,0.0,train
135695,Male,28,1,6.0,1,< 1 Year,No,30644.0,152.0,226,0.0,train
213733,Female,41,1,28.0,0,1-2 Year,No,27910.0,124.0,136,0.0,train
45926,Female,26,1,28.0,1,< 1 Year,No,25848.0,152.0,183,0.0,train
312118,Female,29,1,41.0,1,< 1 Year,No,36953.0,152.0,206,0.0,train
156206,Male,49,1,50.0,0,1-2 Year,No,40952.0,30.0,254,0.0,train
317956,Female,45,1,36.0,0,1-2 Year,Yes,33553.0,163.0,255,1.0,train
270175,Female,54,1,8.0,1,1-2 Year,Yes,43441.0,26.0,213,0.0,train
330354,Female,37,1,3.0,0,1-2 Year,Yes,33461.0,114.0,32,0.0,train
181184,Male,25,1,29.0,0,1-2 Year,No,2630.0,157.0,102,0.0,train
472,Female,22,1,43.0,0,1-2 Year,Yes,42589.0,157.0,236,0.0,train
287596,Male,43,1,28.0,0,1-2 Year,Yes,33374.0,124.0,57,1.0,train
2581,Female,23,1,36.0,1,< 1 Year,No,35674.0,152.0,264,0.0,train
303783,Female,24,1,41.0,1,< 1 Year,No,41679.0,152.0,14,0.0,train
286195,Female,54,1,28.0,0,1-2 Year,Yes,36344.0,26.0,26,1.0,train
174946,Female,27,1,14.0,1,< 1 Year,No,38703.0,26.0,13,0.0,train
39819,Female,57,1,28.0,1,1-2 Year,No,46108.0,124.0,186,0.0,train
41638,Male,26,1,50.0,1,< 1 Year,No,22284.0,152.0,242,0.0,train
42846,Female,51,1,28.0,0,1-2 Year,Yes,26042.0,26.0,110,0.0,train
352657,Female,73,1,28.0,0,1-2 Year,Yes,43382.0,122.0,108,0.0,train
197742,Female,55,1,43.0,0,1-2 Year,Yes,2630.0,156.0,59,0.0,train
139319,Male,30,1,28.0,0,1-2 Year,Yes,2630.0,156.0,60,1.0,train
280359,Male,60,1,41.0,1,1-2 Year,No,40427.0,120.0,288,0.0,train
119824,Female,21,1,6.0,0,< 1 Year,Yes,30222.0,152.0,163,0.0,train
168273,Male,30,1,8.0,1,< 1 Year,No,40915.0,152.0,130,0.0,train
305444,Male,23,1,50.0,1,< 1 Year,No,19560.0,152.0,40,0.0,train
68234,Female,26,1,46.0,1,< 1 Year,No,34804.0,152.0,220,0.0,train
127712,Male,41,1,15.0,0,> 2 Years,Yes,43616.0,124.0,97,0.0,train
30674,Female,52,1,38.0,0,1-2 Year,Yes,29820.0,163.0,155,0.0,train
82963,Male,60,1,35.0,0,1-2 Year,Yes,27406.0,124.0,106,1.0,train
192588,Male,27,1,8.0,0,< 1 Year,No,26050.0,152.0,152,0.0,train
346025,Male,44,1,46.0,0,1-2 Year,Yes,20771.0,91.0,30,0.0,train
289773,Female,61,1,28.0,0,1-2 Year,Yes,2630.0,124.0,293,0.0,train
95580,Male,25,1,39.0,1,< 1 Year,No,60295.0,152.0,120,0.0,train
235588,Male,62,1,41.0,0,1-2 Year,Yes,54196.0,26.0,167,0.0,train
258555,Male,52,1,28.0,0,> 2 Years,Yes,108961.0,26.0,269,0.0,train
208198,Male,31,1,30.0,1,< 1 Year,No,21591.0,152.0,258,0.0,train
182899,Male,49,1,28.0,1,1-2 Year,No,35619.0,124.0,278,0.0,train
275765,Male,40,1,28.0,0,1-2 Year,Yes,61379.0,124.0,155,1.0,train
191142,Male,66,1,28.0,0,1-2 Year,Yes,36297.0,124.0,113,0.0,train
29322,Female,24,1,8.0,1,< 1 Year,No,76149.0,152.0,88,0.0,train
51276,Female,53,1,28.0,0,> 2 Years,Yes,28030.0,25.0,117,0.0,train
212114,Male,54,1,33.0,0,1-2 Year,Yes,30080.0,132.0,298,0.0,train
318255,Female,36,1,3.0,0,1-2 Year,Yes,22845.0,154.0,58,0.0,train
234594,Female,42,1,8.0,0,1-2 Year,Yes,31224.0,124.0,264,1.0,train
328573,Male,61,1,13.0,0,> 2 Years,Yes,25714.0,26.0,223,0.0,train
303271,Female,60,1,28.0,0,1-2 Year,Yes,40626.0,26.0,154,0.0,train
189449,Male,42,1,28.0,1,1-2 Year,No,30975.0,124.0,209,0.0,train
83076,Female,23,1,46.0,1,< 1 Year,No,34876.0,152.0,139,0.0,train
1341,Female,30,1,30.0,0,< 1 Year,Yes,2630.0,152.0,53,1.0,train
9037,Female,20,1,30.0,0,< 1 Year,Yes,25661.0,160.0,268,0.0,train
334133,Female,55,1,28.0,1,1-2 Year,No,2630.0,124.0,26,0.0,train
192117,Female,33,1,3.0,0,1-2 Year,Yes,31603.0,124.0,59,1.0,train
346442,Male,52,1,28.0,0,> 2 Years,Yes,51343.0,122.0,199,0.0,train
53459,Female,35,1,36.0,1,1-2 Year,No,24619.0,151.0,96,0.0,train
140140,Female,46,1,29.0,0,1-2 Year,Yes,45013.0,26.0,183,1.0,train
193312,Male,43,1,28.0,0,1-2 Year,Yes,2630.0,158.0,188,0.0,train
206892,Male,25,1,39.0,1,< 1 Year,No,31557.0,152.0,295,0.0,train
3621,Female,29,1,28.0,1,< 1 Year,No,36663.0,152.0,197,0.0,train
173496,Male,45,1,32.0,1,1-2 Year,No,45991.0,26.0,235,0.0,train
317531,Male,34,1,28.0,0,1-2 Year,Yes,30586.0,152.0,158,1.0,train
149135,Female,61,1,8.0,0,> 2 Years,Yes,32301.0,150.0,232,0.0,train
81995,Female,23,1,28.0,1,< 1 Year,No,29263.0,160.0,241,0.0,train
336872,Male,57,1,28.0,1,1-2 Year,No,2630.0,26.0,195,0.0,train
174849,Female,50,1,3.0,0,1-2 Year,Yes,2630.0,156.0,183,0.0,train
347648,Male,57,1,8.0,0,1-2 Year,Yes,2630.0,156.0,86,0.0,train
349928,Male,67,1,22.0,0,1-2 Year,Yes,32897.0,30.0,59,0.0,train
129223,Male,71,1,28.0,1,1-2 Year,No,58802.0,26.0,67,0.0,train
89179,Male,39,1,8.0,0,1-2 Year,No,35956.0,26.0,12,1.0,train
302417,Male,20,1,3.0,1,< 1 Year,No,37957.0,160.0,245,0.0,train
124540,Male,62,1,41.0,1,1-2 Year,No,27286.0,26.0,62,0.0,train
15994,Male,40,1,28.0,0,1-2 Year,Yes,29018.0,124.0,35,0.0,train
226322,Female,23,1,11.0,1,< 1 Year,No,28284.0,152.0,85,0.0,train
203029,Male,23,1,28.0,0,< 1 Year,Yes,50577.0,152.0,234,1.0,train
